Time (msec),A/F Correction #3 (32-bit ECU) (%),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Learned Ignition Timing (degrees),Manifold Absolute Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Roughness Monitor Cylinder #1 (misfire count),Roughness Monitor Cylinder #2 (misfire count),Roughness Monitor Cylinder #3 (misfire count),Roughness Monitor Cylinder #4 (misfire count),Vehicle Speed (kph)
180939,-0.08,0.24,1508,0.00,33.33,21.00,2.57,0.00,0.290,5.96,0.00,0,0,0,0,40
181002,-0.08,0.24,1489,0.00,33.33,21.00,2.54,0.00,0.280,6.10,0.00,0,0,0,0,40
181064,-0.08,0.24,1503,0.00,33.33,21.00,2.55,0.00,0.290,6.03,0.00,0,0,0,0,40
181127,-0.08,0.24,1494,0.00,33.33,21.00,2.57,0.00,0.280,5.96,0.00,0,0,0,0,40
181189,-0.16,0.24,1492,0.00,33.33,21.00,2.87,0.00,0.290,6.03,0.00,0,0,0,0,40
181252,-0.16,0.25,1506,0.00,33.33,21.00,2.89,0.00,0.290,6.13,0.00,0,0,0,0,40
181314,-0.16,0.24,1494,0.00,33.33,21.00,2.87,0.00,0.280,6.17,0.00,0,0,0,0,40
181377,-0.16,0.25,1507,0.00,33.33,21.00,2.89,0.00,0.280,6.10,0.00,0,0,0,0,40
181439,-0.16,0.24,1492,0.00,33.33,21.00,2.89,0.00,0.280,6.07,0.00,0,0,0,0,40
181502,-0.16,0.24,1499,0.00,33.33,21.00,2.85,0.00,0.280,5.96,0.00,0,0,0,0,40
181576,-0.23,0.25,1487,0.00,33.33,21.00,2.88,0.00,0.290,6.10,0.00,0,0,0,0,40
181639,-0.16,0.24,1484,0.00,33.33,21.00,2.85,0.00,0.280,6.10,0.00,0,0,0,0,40
181701,-0.16,0.24,1498,0.00,33.33,21.00,2.88,0.00,0.290,6.04,0.00,0,0,0,0,40
181764,-0.16,0.24,1485,0.00,33.33,21.00,2.85,0.00,0.290,6.08,0.00,0,0,0,0,40
181831,-0.23,0.24,1498,0.00,33.33,21.00,2.88,0.00,0.290,5.94,0.00,0,0,0,0,40
181894,-0.16,0.24,1486,0.00,33.33,21.00,2.85,0.00,0.290,5.97,0.00,0,0,0,0,40
181956,-0.23,0.24,1496,0.00,33.33,21.00,2.85,0.00,0.290,6.01,0.00,0,0,0,0,40
182019,-0.16,0.24,1482,0.00,33.33,21.00,2.87,0.00,0.290,6.01,0.00,0,0,0,0,39
182081,-0.16,0.24,1490,0.00,33.33,21.00,2.84,0.00,0.290,6.01,0.00,0,0,0,0,39
182144,-0.16,0.24,1489,0.00,33.33,21.00,2.86,0.00,0.280,5.91,0.00,0,0,0,0,39
182206,-0.16,0.24,1478,0.00,33.33,21.00,2.84,0.00,0.280,5.87,0.00,0,0,0,0,39
182269,-0.08,0.24,1488,0.00,33.33,21.00,2.86,0.00,0.290,6.04,0.00,0,0,0,0,39
182331,-0.08,0.24,1475,0.00,33.33,21.00,2.83,0.00,0.280,6.08,0.00,0,0,0,0,39
182394,0.00,0.25,1487,0.00,33.33,21.00,2.85,0.00,0.280,6.04,0.00,0,0,0,0,39
182456,0.00,0.24,1474,0.00,33.33,21.00,2.83,0.00,0.290,6.01,0.00,0,0,0,0,39
182519,0.08,0.24,1485,0.00,33.33,21.00,2.83,0.00,0.280,5.96,0.00,0,0,0,0,39
182581,0.16,0.24,1471,0.00,33.33,21.00,2.85,0.00,0.290,5.88,0.00,0,0,0,0,39
182644,0.23,0.25,1483,0.00,33.33,21.00,2.82,0.00,0.290,6.27,0.00,0,0,0,0,39
182706,0.23,0.28,1471,0.00,33.33,21.00,2.85,0.00,0.290,6.98,0.00,0,0,0,0,39
182769,0.31,0.30,1475,0.00,33.33,21.00,2.83,0.00,0.300,7.42,0.00,0,0,0,0,39
182831,0.39,0.32,1493,0.00,33.33,21.00,2.87,0.00,0.310,7.92,0.00,0,0,0,0,39
182887,0.39,0.35,1488,0.00,33.33,21.50,2.86,0.00,0.320,8.69,0.00,0,0,0,0,39
182950,0.39,0.38,1512,0.00,33.33,21.50,3.23,0.00,0.340,9.53,0.00,0,0,0,0,39
183028,0.47,0.46,1510,0.00,33.33,21.50,3.59,0.00,0.360,11.78,0.00,0,0,0,0,39
183090,0.47,0.57,1542,0.00,33.33,21.50,4.26,0.00,0.410,14.88,0.00,0,0,0,0,39
183153,0.39,0.63,1578,0.00,33.33,22.00,5.05,0.00,0.470,16.52,0.00,0,0,0,0,39
183215,0.39,0.62,1598,0.00,33.33,21.50,5.19,0.00,0.510,16.86,0.00,0,0,0,0,39
183278,0.39,0.62,1633,0.00,33.33,21.00,5.54,0.00,0.550,16.76,0.00,0,0,0,0,39
183340,0.31,0.61,1638,0.00,33.33,21.00,5.59,0.00,0.580,16.49,0.00,0,0,0,0,39
183403,0.31,0.61,1610,0.00,33.33,20.50,5.52,0.00,0.600,16.16,0.00,0,0,0,0,39
183465,0.23,0.60,1588,0.00,33.33,20.50,5.42,0.00,0.630,15.95,0.00,0,0,0,0,39
183528,0.23,0.61,1592,0.00,33.33,20.50,5.09,0.00,0.650,15.96,0.00,0,0,0,0,39
183590,0.31,0.60,1573,0.00,33.33,20.50,5.08,0.00,0.660,15.74,0.00,0,0,0,0,39
183653,0.39,0.59,1577,0.00,33.33,20.50,5.05,0.00,0.670,15.94,0.00,0,0,0,0,39
183710,0.47,0.61,1593,0.00,33.33,20.50,5.10,0.00,0.680,16.00,0.00,0,0,0,0,39
183773,0.55,0.61,1575,0.00,33.33,20.50,5.07,0.00,0.680,15.87,0.00,0,0,0,0,39
183835,0.55,0.61,1573,0.00,33.33,20.00,5.03,0.00,0.690,15.93,0.00,0,0,0,0,39
183898,0.47,0.61,1585,0.00,33.33,20.00,5.07,0.00,0.690,15.87,0.00,0,0,0,0,39
183960,0.47,0.61,1572,0.00,33.33,20.00,5.07,0.00,0.690,15.99,0.00,0,0,0,0,39
184023,0.39,0.64,1568,0.00,33.33,20.00,5.02,0.50,0.690,18.48,0.00,0,0,0,0,39
184085,0.23,0.84,1588,0.00,33.33,35.00,6.43,1.50,0.740,22.03,0.00,0,0,0,0,39
184148,0.23,1.10,1611,0.00,33.33,36.50,8.40,2.00,0.810,30.04,0.00,0,0,0,0,39
184210,0.23,1.27,1718,0.00,66.67,29.00,11.00,4.50,0.980,37.78,0.00,0,0,0,0,40
184273,0.23,1.11,1950,0.00,66.67,29.50,12.48,4.50,1.000,37.77,0.00,0,0,0,0,40
184335,0.23,1.13,2134,0.00,66.67,30.00,14.44,4.50,1.000,41.50,0.00,0,0,0,0,40
184414,0.23,1.13,2302,0.00,66.67,29.50,15.22,5.00,1.000,45.62,0.00,0,0,0,0,40
184460,0.23,1.27,2408,0.00,66.67,29.50,16.44,6.00,1.010,51.77,0.00,0,0,0,0,40
184539,0.23,1.31,2543,0.00,66.67,27.50,18.46,6.00,1.020,55.58,0.00,0,0,0,0,40
184601,0.23,1.31,2658,0.00,66.67,27.00,19.85,6.50,1.050,61.15,0.00,0,0,0,0,40
184664,0.23,1.39,2742,0.00,66.67,21.50,21.39,6.50,1.070,64.86,0.00,0,0,0,0,41
184726,0.23,1.42,2855,0.00,66.67,20.50,22.81,6.50,1.090,69.76,0.00,0,0,0,0,41
184789,0.23,1.49,2910,0.00,66.67,20.00,23.84,6.50,1.130,73.36,0.00,0,0,0,0,41
184851,0.23,1.55,3029,0.00,66.67,19.50,25.20,7.00,1.170,79.42,0.00,0,0,0,0,41
184914,0.23,1.61,3153,0.00,66.67,20.00,26.95,7.00,1.221,86.11,0.00,0,0,0,0,41
184976,0.23,1.71,3302,0.00,66.67,19.50,30.02,6.50,1.261,96.21,0.00,0,0,0,0,42
185039,0.23,1.86,3482,0.00,66.67,20.00,31.96,7.00,1.311,109.22,0.00,0,0,0,0,42
185101,0.23,2.00,3677,0.00,66.67,19.50,34.61,7.00,1.371,127.42,0.00,0,0,0,0,42
185164,0.23,1.97,3896,0.00,100.00,19.00,39.06,6.50,1.441,132.84,0.00,0,0,0,0,43
185226,0.23,2.11,4093,0.00,100.00,9.50,44.33,6.50,1.481,142.25,0.00,0,0,0,0,43
185289,0.23,2.18,4234,0.00,100.00,8.50,48.49,6.00,1.521,158.80,0.00,0,0,0,0,44
185351,0.23,2.16,4480,0.00,100.00,8.00,53.24,5.00,1.541,169.06,0.00,0,0,0,0,44
185418,0.23,2.37,4510,0.00,100.00,6.50,55.87,5.00,1.601,179.98,0.00,0,0,0,0,45
185473,0.23,2.45,4489,0.00,100.00,6.50,59.79,4.50,1.661,178.54,0.00,0,0,0,0,45
185535,0.23,2.42,4551,0.00,100.00,7.50,62.50,4.50,1.701,186.79,0.00,0,0,0,0,46
185598,0.23,2.41,4726,0.00,100.00,9.50,65.27,4.00,1.741,194.19,0.00,0,0,0,0,47
185660,0.23,2.42,4857,-1.00,100.00,12.00,66.96,3.00,1.761,190.01,0.00,0,0,0,0,48
185723,0.23,2.47,4967,-1.00,100.00,13.00,70.11,3.00,1.791,207.02,0.00,0,0,0,0,49
185785,0.23,2.40,4988,-1.00,100.00,13.50,72.03,3.00,1.811,212.00,0.00,0,0,0,0,50
185848,0.23,2.50,5122,-1.00,100.00,14.00,72.82,3.00,1.821,210.83,0.00,0,0,0,0,51
185910,0.23,2.52,5224,-1.00,100.00,13.50,77.15,3.00,1.831,221.00,0.00,0,0,0,0,52
185973,0.23,2.47,5286,-1.00,100.00,14.50,78.19,3.50,1.861,223.35,0.00,0,0,0,0,53
186051,0.23,2.55,5414,-1.00,100.00,14.50,81.54,3.50,1.871,230.09,0.00,0,0,0,0,55
186110,0.23,2.46,5543,-1.00,100.00,14.50,84.06,3.50,1.881,228.49,0.00,0,0,0,0,56
186173,0.23,2.54,5632,-1.00,100.00,15.00,84.73,3.50,1.881,240.19,0.00,0,0,0,0,57
186235,0.23,2.46,5741,-1.00,100.00,15.50,86.35,3.50,1.871,233.70,0.00,0,0,0,0,58
186298,0.23,2.48,5826,-1.00,100.00,16.00,87.24,3.50,1.851,240.16,0.00,0,0,0,0,60
186360,0.23,2.46,5918,-1.00,100.00,15.50,88.65,3.00,1.841,238.13,0.00,0,0,0,0,61
186417,0.23,2.32,5970,-1.00,100.00,16.50,88.66,3.00,1.821,232.83,0.00,0,0,0,0,62
186479,0.23,2.40,6056,-1.00,100.00,17.50,85.45,3.00,1.801,238.91,0.00,0,0,0,0,63
186542,0.23,2.28,6184,-1.00,100.00,17.50,87.37,3.00,1.781,241.72,0.00,0,0,0,0,64
186604,0.23,2.38,6182,-1.00,100.00,17.00,87.00,3.00,1.781,243.34,0.00,0,0,0,0,65
186667,0.23,2.24,6267,-1.00,100.00,17.00,89.78,3.00,1.771,233.19,0.00,0,0,0,0,66
186729,0.23,2.28,6381,-1.00,100.00,17.50,87.88,3.00,1.741,238.46,0.00,0,0,0,0,67
186792,0.23,2.13,6412,-1.00,100.00,17.50,88.94,3.00,1.721,232.77,0.00,0,0,0,0,68
186854,0.23,2.29,6464,-1.00,100.00,18.00,86.33,3.00,1.721,246.16,0.00,0,0,0,0,69
186932,0.23,2.23,6558,-1.00,100.00,18.00,89.59,3.00,1.731,245.32,0.00,0,0,0,0,69
186995,0.23,2.21,6586,-1.00,100.00,18.00,88.64,3.00,1.741,240.05,0.00,0,0,0,0,70
187050,0.23,2.27,6505,-1.00,100.00,2.00,85.57,3.00,1.741,233.15,0.00,0,0,0,0,71
187113,0.23,2.37,6220,-1.00,100.00,1.00,84.42,3.00,1.771,245.30,0.00,0,0,0,0,71
187175,0.23,2.45,6036,-1.00,100.00,0.50,85.65,3.00,1.851,248.57,0.00,0,0,0,0,72
187238,0.23,2.59,5789,-1.00,100.00,-0.50,84.44,3.50,1.871,240.83,0.00,0,0,0,0,73
187300,0.23,2.68,5494,-1.00,100.00,-2.50,83.65,3.50,1.911,238.80,0.00,0,0,0,0,74
187363,0.23,2.87,5176,-1.00,100.00,-4.50,82.06,3.00,1.971,241.23,0.00,0,0,0,0,74
187425,0.23,2.97,4926,-1.00,100.00,2.50,81.97,3.00,2.031,240.41,0.00,0,0,0,0,75
187488,0.23,2.85,4968,-1.00,100.00,10.50,85.58,3.00,2.101,237.17,0.00,0,0,0,0,76
187550,0.23,2.81,5028,-1.00,100.00,10.50,86.54,3.00,2.111,231.52,0.00,0,0,0,0,77
187613,0.23,2.81,5056,-1.00,100.00,12.00,82.92,3.00,2.101,235.14,0.00,0,0,0,0,77
187675,0.23,2.73,5084,-1.00,100.00,12.00,82.94,3.00,2.091,239.18,0.00,0,0,0,0,78
187738,0.23,2.79,5046,-1.00,100.00,12.00,83.54,3.00,2.081,233.92,0.00,0,0,0,0,79
187800,0.23,2.79,5043,-1.00,100.00,12.00,83.03,3.00,2.081,233.51,0.00,0,0,0,0,80
187863,0.23,2.72,5136,-1.00,100.00,12.00,83.91,3.00,2.061,231.48,0.00,0,0,0,0,81
187925,0.23,2.69,5163,-1.00,100.00,12.00,84.42,3.00,2.051,237.15,0.00,0,0,0,0,82
188003,0.23,2.64,5246,-1.00,100.00,12.50,83.36,3.00,2.051,235.93,0.00,0,0,0,0,83
188066,0.23,2.60,5228,-1.00,100.00,12.50,84.32,3.00,2.041,224.26,0.00,0,0,0,0,84
188128,0.23,2.64,5305,-1.00,100.00,12.50,84.28,3.50,2.041,230.26,0.00,0,0,0,0,84
188191,0.23,2.67,5330,-1.00,100.00,13.00,85.90,3.50,2.041,237.54,0.00,0,0,0,0,85
188253,0.23,2.67,5402,-1.00,100.00,13.00,86.55,3.50,2.031,241.99,0.00,0,0,0,0,86
188316,0.23,2.58,5444,-1.00,100.00,14.00,85.37,3.50,2.031,237.13,0.00,0,0,0,0,87
188378,0.23,2.58,5462,-1.00,100.00,14.50,86.90,3.50,2.021,242.39,0.00,0,0,0,0,88
188441,0.23,2.56,5503,-1.00,100.00,15.00,87.59,3.50,2.011,235.91,0.00,0,0,0,0,89
188503,0.23,2.57,5602,-1.00,100.00,15.00,88.52,3.50,1.991,238.74,0.00,0,0,0,0,90
188566,0.23,2.54,5639,-1.00,100.00,15.50,87.86,3.50,1.981,233.46,0.00,0,0,0,0,90
188628,0.23,2.56,5687,-1.00,100.00,16.50,86.73,3.50,1.961,241.56,0.00,0,0,0,0,91
188691,0.23,2.58,5720,-1.00,100.00,16.00,87.18,3.50,1.941,242.36,0.00,0,0,0,0,92
188753,0.23,2.54,5762,-1.00,100.00,16.00,87.92,3.50,1.931,234.67,0.00,0,0,0,0,93
188816,0.23,2.52,5798,-1.00,100.00,16.50,87.15,3.50,1.921,241.95,0.00,0,0,0,0,94
188884,0.23,2.46,5836,-1.00,100.00,16.50,88.60,3.50,1.911,239.52,0.00,0,0,0,0,94
188947,0.23,2.41,5888,-1.00,100.00,17.00,87.97,3.00,1.891,234.65,0.00,0,0,0,0,95
189006,0.23,2.48,5878,-1.00,100.00,17.50,87.18,3.00,1.881,242.34,0.00,0,0,0,0,96
189068,0.23,2.42,5918,-1.00,100.00,17.50,87.22,3.00,1.871,239.09,0.00,0,0,0,0,97
189131,0.23,2.42,6002,-0.75,100.00,18.00,86.42,3.50,1.871,232.61,0.00,0,0,0,0,98
189193,0.23,2.38,6034,-0.75,100.00,18.00,86.44,3.00,1.851,241.10,0.00,0,0,0,0,98
189256,0.23,2.34,6046,-0.75,100.00,18.00,86.43,3.00,1.841,238.27,0.00,0,0,0,0,99
189318,0.23,2.37,6126,-0.75,100.00,18.00,85.59,3.00,1.831,233.81,0.00,0,0,0,0,100
189381,0.23,2.26,6104,-0.75,100.00,18.00,87.89,3.00,1.831,239.47,0.00,0,0,0,0,101
189443,0.23,2.43,5932,-0.75,100.00,18.00,83.11,3.00,1.831,231.78,0.00,0,0,0,0,101
189506,0.23,2.36,6038,-2.25,100.00,16.50,86.15,1.50,1.821,237.03,0.00,0,0,0,0,102
189568,0.23,2.17,6334,-2.25,100.00,16.50,89.30,1.50,1.801,232.16,0.00,0,0,0,0,102
189636,0.23,2.20,6324,-2.25,100.00,17.00,85.95,1.50,1.791,234.59,0.00,0,0,0,0,103
189698,0.23,2.30,6184,-2.25,100.00,16.50,87.22,1.50,1.801,239.04,0.00,0,0,0,0,104
189761,0.23,2.24,6316,-2.25,100.00,16.50,89.31,1.50,1.811,241.05,0.00,0,0,0,0,105
189823,0.23,2.25,6401,-2.25,100.00,17.00,89.40,1.50,1.801,239.03,0.00,0,0,0,0,105
189886,0.23,2.23,6349,-2.25,100.00,17.00,88.08,1.50,1.801,234.15,0.00,0,0,0,0,106
189948,0.23,2.25,6408,-2.25,100.00,17.00,88.98,1.50,1.801,241.44,0.00,0,0,0,0,106
190011,0.23,2.20,6456,-2.25,100.00,17.00,89.56,1.50,1.791,242.23,0.00,0,0,0,0,107
190073,0.23,2.28,6437,-2.25,100.00,17.00,74.12,1.50,1.561,243.04,0.00,0,0,0,0,108
190136,0.23,1.44,6272,-2.25,100.00,18.00,79.88,1.50,1.221,122.98,0.00,0,0,0,0,108
190198,0.23,0.84,6150,0.00,100.00,27.50,45.42,2.50,0.990,80.45,0.00,0,0,0,0,108
190261,0.23,0.72,6124,0.00,66.67,25.00,30.25,0.50,0.810,71.92,0.00,0,0,0,0,108
190323,0.23,0.63,6077,0.00,66.67,24.00,23.14,0.00,0.680,59.85,0.00,0,0,0,0,109
190386,0.23,0.53,5846,0.00,33.33,23.50,18.63,0.00,0.580,47.55,0.00,0,0,0,0,109
190448,0.23,0.35,5535,0.00,33.33,29.50,13.97,0.00,0.470,30.62,0.00,0,0,0,0,109
190511,0.23,0.22,5176,0.00,33.33,32.00,11.09,0.00,0.370,17.59,0.00,0,0,0,0,109
190573,0.23,0.21,4918,0.00,33.33,30.00,0.00,0.00,0.300,14.55,0.00,0,0,0,0,109
190636,0.23,0.22,4593,0.00,33.33,30.00,0.00,0.00,0.260,13.26,0.00,0,0,0,0,109
190698,0.23,0.20,4255,0.00,33.33,30.00,0.00,0.00,0.260,13.41,0.00,0,0,0,0,109
190776,0.23,0.20,4009,0.00,33.33,30.00,0.00,0.00,0.270,12.88,0.00,0,0,0,0,109
190823,0.23,0.21,3894,0.00,33.33,30.00,0.00,0.00,0.280,13.59,0.00,0,0,0,0,109
190898,0.23,0.22,3896,0.00,33.33,30.00,0.00,0.00,0.280,14.51,0.00,0,0,0,0,109
190949,0.23,0.21,3901,0.00,33.33,30.00,0.00,0.00,0.280,13.30,0.00,0,0,0,0,109
191011,0.23,0.20,3898,0.00,33.33,30.00,0.00,0.00,0.270,12.82,0.00,0,0,0,0,109
191089,0.23,0.20,3892,0.00,33.33,30.00,0.00,0.00,0.270,12.94,0.00,0,0,0,0,109
191152,0.23,0.20,3887,0.00,33.33,30.00,0.00,0.00,0.270,12.64,0.00,0,0,0,0,109
191214,0.23,0.20,3882,0.00,33.33,30.00,0.00,0.00,0.260,12.94,0.00,0,0,0,0,108
191277,0.23,0.20,3846,0.00,33.33,30.00,0.00,0.00,0.260,12.64,0.00,0,0,0,0,108
191339,0.23,0.20,3840,0.00,33.33,30.00,0.00,0.00,0.260,12.88,0.00,0,0,0,0,108
191402,0.23,0.20,3836,0.00,33.33,30.00,0.00,0.00,0.260,12.82,0.00,0,0,0,0,108
191464,0.23,0.19,3827,0.00,33.33,30.00,0.00,0.00,0.260,12.06,0.00,0,0,0,0,108
191527,0.23,0.20,3818,0.00,33.33,30.00,0.00,0.00,0.260,12.23,0.00,0,0,0,0,108
191589,0.23,0.20,3812,0.00,33.33,30.00,0.00,0.00,0.260,12.76,0.00,0,0,0,0,107
191652,0.23,0.19,3808,0.00,33.33,30.00,0.00,0.00,0.250,11.79,0.00,0,0,0,0,107
191714,0.23,0.19,3802,0.00,33.33,30.00,0.00,0.00,0.250,12.46,0.00,0,0,0,0,107
191777,0.23,0.19,3797,0.00,33.33,30.00,0.00,0.00,0.250,12.29,0.00,0,0,0,0,107
191839,0.23,0.19,3791,0.00,33.33,30.00,0.00,0.00,0.250,12.40,0.00,0,0,0,0,106
191902,0.23,0.20,3782,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,106
191964,0.23,0.20,3776,0.00,33.33,30.00,0.00,0.00,0.250,12.76,0.00,0,0,0,0,106
192027,0.23,0.19,3772,0.00,33.33,30.00,0.00,0.00,0.250,12.06,0.00,0,0,0,0,106
192089,0.23,0.18,3765,0.00,33.33,30.00,0.00,0.00,0.250,11.62,0.00,0,0,0,0,106
192152,0.23,0.19,3759,0.00,33.33,30.00,0.00,0.00,0.250,12.34,0.00,0,0,0,0,106
192223,0.23,0.20,3753,0.00,33.33,30.00,0.00,0.00,0.250,12.34,0.00,0,0,0,0,105
192285,0.23,0.19,3748,0.00,33.33,30.00,0.00,0.00,0.250,12.01,0.00,0,0,0,0,105
192348,0.23,0.20,3770,0.00,33.33,30.00,0.00,0.00,0.250,12.12,0.00,0,0,0,0,105
192410,0.23,0.20,3758,0.00,33.33,30.00,0.00,0.00,0.250,11.68,0.00,0,0,0,0,105
192473,0.23,0.19,3749,0.00,33.33,30.00,0.00,0.00,0.250,11.95,0.00,0,0,0,0,105
192535,0.23,0.20,3744,0.00,33.33,30.00,0.00,0.00,0.250,12.17,0.00,0,0,0,0,105
192598,0.23,0.19,3738,0.00,33.33,30.00,0.00,0.00,0.250,11.90,0.00,0,0,0,0,104
192660,0.23,0.19,3731,0.00,33.33,30.00,0.00,0.00,0.250,11.79,0.00,0,0,0,0,104
192723,0.23,0.20,3694,0.00,33.33,30.00,0.00,0.00,0.250,12.06,0.00,0,0,0,0,104
192785,0.23,0.19,3681,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,104
192848,0.23,0.19,3680,0.00,33.33,30.00,0.00,0.00,0.250,11.56,0.00,0,0,0,0,104
192910,0.23,0.19,3677,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,104
192973,0.23,0.19,3672,0.00,33.33,30.00,0.00,0.00,0.250,11.95,0.00,0,0,0,0,103
193035,0.23,0.19,3692,0.00,33.33,30.00,0.00,0.00,0.250,11.51,0.00,0,0,0,0,103
193098,0.23,0.19,3684,0.00,33.33,30.00,0.00,0.00,0.250,11.51,0.00,0,0,0,0,103
193160,0.23,0.19,3676,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,103
193223,0.23,0.19,3642,0.00,33.33,30.00,0.00,0.00,0.250,11.90,0.00,0,0,0,0,103
193285,0.23,0.20,3634,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,102
193348,0.23,0.19,3626,0.00,33.33,30.00,0.00,0.00,0.250,11.68,0.00,0,0,0,0,102
193410,0.23,0.19,3637,0.00,33.33,30.00,0.00,0.00,0.250,11.62,0.00,0,0,0,0,102
193473,0.23,0.19,3622,0.00,33.33,30.00,0.00,0.00,0.250,11.51,0.00,0,0,0,0,102
193535,0.23,0.18,3594,0.00,33.33,30.00,0.00,0.00,0.250,11.34,0.00,0,0,0,0,102
193598,0.23,0.19,3596,0.00,33.33,30.00,0.00,0.00,0.250,11.40,0.00,0,0,0,0,102
193660,0.23,0.19,3594,0.00,33.33,30.00,0.00,0.00,0.250,11.12,0.00,0,0,0,0,101
193730,0.23,0.18,3614,0.00,33.33,30.00,0.00,0.00,0.250,10.74,0.00,0,0,0,0,101
193793,0.23,0.18,3605,0.00,33.33,30.00,0.00,0.00,0.250,10.96,0.00,0,0,0,0,101
193855,0.23,0.19,3567,0.00,33.33,30.00,0.00,0.00,0.250,11.01,0.00,0,0,0,0,100
193918,0.23,0.18,3550,0.00,33.33,30.00,0.00,0.00,0.250,11.29,0.00,0,0,0,0,100
193980,0.23,0.19,3564,0.00,33.33,30.00,0.00,0.00,0.250,11.62,0.00,0,0,0,0,100
194043,0.23,0.20,3551,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,100
194105,0.23,0.20,3514,0.00,33.33,30.00,0.00,0.00,0.260,11.56,0.00,0,0,0,0,99
194168,0.23,0.20,3526,0.00,33.33,30.00,0.00,0.00,0.260,11.56,0.00,0,0,0,0,99
194230,0.23,0.20,3511,0.00,33.33,30.00,0.00,0.00,0.260,11.45,0.00,0,0,0,0,99
194293,0.23,0.18,3472,0.00,33.33,30.00,0.00,0.00,0.260,11.01,0.00,0,0,0,0,98
194355,0.23,0.20,3485,0.00,33.33,30.00,0.00,0.00,0.260,11.45,0.00,0,0,0,0,98
194418,0.23,0.20,3472,0.00,33.33,30.00,0.00,0.00,0.260,11.45,0.00,0,0,0,0,98
194480,0.23,0.20,3436,0.00,33.33,30.00,0.00,0.00,0.260,11.56,0.00,0,0,0,0,97
194543,0.23,0.20,3447,0.00,33.33,30.00,0.00,0.00,0.260,11.84,0.00,0,0,0,0,97
194605,0.23,0.20,3411,0.00,33.33,30.00,0.00,0.00,0.260,11.51,0.00,0,0,0,0,97
194668,0.23,0.20,3399,0.00,33.33,30.00,0.00,0.00,0.260,11.56,0.00,0,0,0,0,96
194730,0.23,0.20,3418,0.00,33.33,30.00,0.00,0.00,0.260,11.56,0.00,0,0,0,0,96
194793,0.23,0.19,3390,0.00,33.33,30.00,0.00,0.00,0.270,10.90,0.00,0,0,0,0,96
194865,0.23,0.19,3406,0.00,33.33,30.00,0.00,0.00,0.260,10.85,0.00,0,0,0,0,96
194924,0.23,0.19,3374,0.00,33.33,30.00,0.00,0.00,0.260,9.96,0.00,0,0,0,0,96
194986,0.23,0.20,3393,0.00,33.33,30.00,0.00,0.00,0.260,11.12,0.00,0,0,0,0,96
195049,0.23,0.21,3367,0.00,33.33,30.00,0.00,0.00,0.260,11.34,0.00,0,0,0,0,96
195111,0.23,0.20,3389,0.00,33.33,30.00,0.00,0.00,0.260,11.45,0.00,0,0,0,0,96
195174,0.23,0.20,3362,0.00,33.33,30.00,0.00,0.00,0.260,11.84,0.00,0,0,0,0,95
195236,0.23,0.20,3358,0.00,33.33,30.00,0.00,0.00,0.260,11.12,0.00,0,0,0,0,95
195299,0.23,0.20,3375,0.00,33.33,30.00,0.00,0.00,0.270,11.18,0.00,0,0,0,0,95
195361,0.23,0.20,3342,0.00,33.33,30.00,0.00,0.00,0.270,11.12,0.00,0,0,0,0,95
195424,0.23,0.20,3358,0.00,33.33,30.00,0.00,0.00,0.270,10.90,0.00,0,0,0,0,95
195486,0.23,0.20,3326,0.00,33.33,30.00,0.00,0.00,0.270,11.23,0.00,0,0,0,0,94
195549,0.23,0.20,3342,0.00,33.33,30.00,0.00,0.00,0.260,11.07,0.00,0,0,0,0,94
195611,0.23,0.19,3311,0.00,33.33,30.00,0.00,0.00,0.270,10.63,0.00,0,0,0,0,94
195674,0.23,0.20,3324,0.00,33.33,30.00,0.00,0.00,0.260,11.07,0.00,0,0,0,0,94
195736,0.23,0.20,3288,0.00,33.33,30.00,0.00,0.00,0.260,11.07,0.00,0,0,0,0,93
195812,0.23,0.20,3300,0.00,33.33,30.00,0.00,0.00,0.260,10.90,0.00,0,0,0,0,93
195867,0.23,0.19,3291,0.00,33.33,30.00,0.00,0.00,0.270,10.58,0.00,0,0,0,0,93
195938,0.23,0.18,3258,0.00,33.33,30.00,0.00,0.00,0.260,10.01,0.00,0,0,0,0,93
195997,0.23,0.19,3270,0.00,33.33,30.00,0.00,0.00,0.260,10.42,0.00,0,0,0,0,92
196060,0.23,0.20,3235,0.00,33.33,30.00,0.00,0.00,0.260,10.74,0.00,0,0,0,0,92
196122,0.23,0.20,3244,0.00,33.33,30.00,0.00,0.00,0.260,10.68,0.00,0,0,0,0,92
196182,0.23,0.20,3207,0.00,33.33,30.00,0.00,0.00,0.260,10.63,0.00,0,0,0,0,91
