Time (msec),A/F Correction #1 (%),A/F Correction #3 (16-bit ECU) (%),A/F Correction #3 (32-bit ECU) (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),A/F Sensor #1 Current (mA),A/F Sensor #1 Resistance (ohms),Accelerator Pedal Angle (%),Battery Voltage (V),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Consumption (Est.) (l/100km),Fuel Pump Duty (%),IAM (multiplier),Intake Air Temperature (C),Primary Wastegate Duty Cycle (%),Vehicle Speed (kph)
41883,0.78,-46.88,0.31,3.91,14.13,-0.12,31,8.63,14.24,1608,0.00,13.57,33.33,0.9375,27,0.00,34
42086,1.56,-47.66,0.23,3.91,14.59,0.00,31,8.63,14.24,1614,0.00,13.34,33.33,0.9375,27,0.00,34
42289,2.34,-47.66,0.23,3.91,14.81,0.00,31,8.63,14.24,1623,0.00,12.62,33.33,0.9375,27,0.00,35
42508,1.56,-47.66,0.23,3.91,14.59,0.00,31,8.63,14.16,1634,0.00,12.88,33.33,0.9375,27,0.00,35
42711,1.56,-47.66,0.23,3.91,14.59,0.00,31,8.63,14.32,1652,0.00,12.72,33.33,0.9375,26,0.00,35
42914,1.56,-47.66,0.23,3.91,14.59,0.00,31,8.63,14.32,1645,0.00,12.65,33.33,0.9375,26,0.00,35
43117,1.56,-47.66,0.23,3.91,14.59,0.00,31,8.63,14.32,1657,0.00,12.65,33.33,0.9375,26,0.00,35
43320,2.34,-47.66,0.23,3.91,14.70,0.00,31,8.63,14.16,1660,0.00,12.50,33.33,0.9375,26,0.00,36
43524,2.34,-47.66,0.23,3.91,14.70,0.00,31,7.84,14.24,1628,0.00,11.95,33.33,0.9375,26,0.00,36
43727,0.00,-47.66,0.23,3.91,14.13,-0.12,31,7.06,14.24,1578,0.00,9.86,33.33,0.9375,26,0.00,36
43930,-2.34,-47.66,0.23,3.91,13.90,-0.25,31,5.88,14.16,1554,0.00,9.32,33.33,0.9375,26,0.00,36
44133,-2.34,-47.66,0.23,3.91,14.36,-0.12,31,5.88,14.32,1517,0.00,7.99,33.33,0.9375,26,0.00,36
44352,-1.56,-47.66,0.23,3.12,14.70,0.00,31,1.18,14.32,1480,0.00,6.20,33.33,0.9375,26,0.00,36
44555,-0.78,-47.66,0.23,3.12,14.81,0.00,31,1.96,14.40,1438,0.00,5.22,33.33,0.9375,26,0.00,36
44758,-0.78,-47.66,0.23,2.34,14.81,0.00,31,1.96,14.16,1418,0.00,4.79,33.33,0.9375,26,0.00,36
44961,0.00,-47.66,0.23,2.34,14.81,0.00,31,1.96,14.16,1396,0.00,4.44,33.33,0.9375,26,0.00,36
45164,0.00,-47.66,0.23,2.34,14.93,0.00,31,1.96,14.32,1379,0.00,4.22,33.33,0.9375,26,0.00,36
45383,0.78,-47.66,0.23,1.56,15.04,0.00,31,1.96,14.16,1360,0.00,4.17,33.33,0.9375,26,0.00,35
45586,1.56,-47.66,0.23,1.56,15.04,0.12,31,3.14,14.24,1332,0.00,4.40,33.33,0.9375,26,0.00,35
45789,2.34,-47.66,0.23,0.00,15.04,0.12,31,3.53,14.48,1351,0.00,5.28,33.33,0.9375,26,0.00,35
45992,3.12,-47.66,0.23,0.00,15.16,0.12,31,5.49,14.32,1358,0.00,5.69,33.33,0.9375,26,0.00,35
46195,5.47,-47.66,0.23,0.00,15.27,0.12,31,9.80,14.16,1399,0.00,10.35,33.33,0.9375,26,0.00,35
46399,4.69,-48.44,0.16,0.78,14.47,0.00,31,9.80,14.24,1569,0.00,15.01,33.33,0.9375,26,0.00,35
46602,-0.78,-47.66,0.23,0.78,13.44,-0.38,31,9.80,14.40,1676,0.00,16.37,33.33,0.9375,26,0.00,35
46820,-4.69,-46.88,0.31,1.56,13.55,-0.38,31,9.80,14.24,1730,0.00,16.28,33.33,0.9375,26,0.00,35
47024,-5.47,-46.88,0.31,1.56,14.24,-0.12,31,9.80,14.24,1750,0.00,15.80,33.33,0.9375,26,0.00,35
47227,-4.69,-48.44,0.16,1.56,14.81,0.00,31,8.63,14.40,1752,0.00,14.57,33.33,0.9375,26,0.00,36
47430,-3.12,-47.66,0.23,2.34,14.93,0.00,31,8.63,14.16,1715,0.00,12.13,33.33,0.9375,26,0.00,36
47633,-1.56,-47.66,0.23,3.91,14.93,0.00,31,8.63,14.24,1678,0.00,12.02,33.33,0.9375,26,0.00,36
47836,-1.56,-47.66,0.23,3.91,14.93,0.00,31,8.63,14.24,1669,0.00,11.80,33.33,0.9375,26,0.00,36
48039,-0.78,-47.66,0.23,3.91,14.81,0.00,31,8.63,14.40,1676,0.00,11.90,33.33,0.9375,26,0.00,37
48258,0.00,-47.66,0.23,3.91,14.93,0.00,31,22.75,14.00,1671,0.00,11.65,33.33,0.9375,26,0.00,37
48461,0.00,-47.66,0.23,3.91,14.36,0.00,31,94.90,14.24,2139,0.50,34.82,66.67,0.9375,26,49.41,37
48664,0.00,-47.66,0.23,3.91,13.09,-0.50,31,94.90,14.24,2536,0.75,50.26,66.67,0.9375,26,43.92,38
48867,0.00,-47.66,0.23,3.12,12.52,-0.75,31,95.29,14.32,2865,0.25,67.67,66.67,0.9375,26,41.57,38
49070,0.00,-47.66,0.23,3.12,11.94,-1.00,30,95.29,14.08,3158,0.25,86.30,66.67,0.9375,26,41.57,40
49289,0.00,-47.66,0.23,2.34,12.86,-0.62,30,95.29,14.16,3761,0.00,110.82,100.00,0.9375,25,42.75,41
49492,0.00,-47.66,0.23,2.34,11.94,-0.88,30,95.29,14.16,4366,0.00,167.91,100.00,0.9375,25,52.94,42
49695,0.00,-47.66,0.23,2.34,11.14,-1.38,30,77.65,14.00,4625,0.00,197.64,100.00,0.9375,25,43.14,45
49899,0.00,-47.66,0.23,3.91,11.14,-1.62,30,0.00,14.16,4416,0.00,21.75,33.33,0.9375,25,0.00,48
50096,-3.91,-46.88,0.31,3.91,11.14,-1.62,31,0.00,14.32,4292,0.00,13.98,33.33,0.9375,25,0.00,49
50299,0.00,-46.88,0.31,3.91,11.83,-1.12,31,0.00,14.40,4164,0.00,11.13,33.33,0.9375,25,0.00,50
50517,0.00,-46.88,0.31,3.91,13.67,-0.38,31,0.00,14.32,3809,0.00,9.48,33.33,0.9375,25,0.00,50
50736,0.00,-46.88,0.31,3.91,17.46,0.38,31,0.00,14.16,3338,0.00,7.28,33.33,0.9375,25,0.00,50
50924,0.00,-46.88,0.31,3.91,20.33,1.12,31,0.00,14.16,2815,0.00,5.74,33.33,0.9375,25,0.00,50
51127,0.00,-46.88,0.31,3.91,20.33,1.88,31,0.00,14.24,2600,0.00,5.10,33.33,0.9375,25,0.00,49
51330,0.00,-46.88,0.31,3.91,20.33,2.00,30,0.00,14.32,2534,0.00,4.66,33.33,0.9375,25,0.00,49
51533,0.00,-46.88,0.31,3.12,20.33,2.00,30,0.00,14.24,2483,0.00,4.16,33.33,0.9375,25,0.00,48
51736,0.00,-46.88,0.31,3.12,20.33,2.00,30,0.00,14.32,2468,0.00,4.12,33.33,0.9375,26,0.00,48
51955,0.00,-46.88,0.31,3.12,20.33,2.00,30,0.00,14.40,2425,0.00,3.95,33.33,0.9375,26,0.00,47
52158,0.00,-46.88,0.31,2.34,20.33,2.00,30,0.00,14.24,2402,0.00,3.88,33.33,0.9375,26,0.00,47
52361,0.00,-46.88,0.31,2.34,20.33,2.00,30,0.00,14.16,2390,0.00,3.74,33.33,0.9375,26,0.00,47
52565,0.00,-46.88,0.31,0.00,20.33,2.00,30,0.00,14.40,2365,0.00,3.69,33.33,0.9375,26,0.00,46
52768,0.00,-46.88,0.31,0.00,20.33,2.00,30,0.00,14.24,2342,0.00,3.73,33.33,0.9375,26,0.00,46
52971,0.00,-46.88,0.31,0.00,20.33,2.00,30,0.00,14.24,2316,0.00,3.80,33.33,0.9375,26,0.00,45
53174,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2292,0.00,3.65,33.33,0.9375,26,0.00,45
53393,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2254,0.00,3.69,33.33,0.9375,26,0.00,45
53596,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.16,2244,0.00,3.73,33.33,0.9375,26,0.00,44
53799,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2224,0.00,3.57,33.33,0.9375,26,0.00,44
54002,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,2177,0.00,3.53,33.33,0.9375,26,0.00,44
54206,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2159,0.00,3.70,33.33,0.9375,26,0.00,44
54409,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,2140,0.00,3.75,33.33,0.9375,26,0.00,43
54612,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2107,0.00,3.70,33.33,0.9375,26,0.00,43
54815,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.40,2088,0.00,3.54,33.33,0.9375,27,0.00,43
55018,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.40,2068,0.00,3.65,33.33,0.9375,27,0.00,42
55221,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2050,0.00,3.57,33.33,0.9375,27,0.00,42
55424,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,2031,0.00,3.44,33.33,0.9375,27,0.00,42
55628,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,2014,0.00,3.46,33.33,0.9375,27,0.00,42
55846,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.16,1994,0.00,3.43,33.33,0.9375,27,0.00,41
56049,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.24,1990,0.00,3.38,33.33,0.9375,27,0.00,41
56253,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.16,1970,0.00,3.39,33.33,0.9375,27,0.00,41
56456,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,1933,0.00,3.29,33.33,0.9375,27,0.00,40
56659,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.40,1903,0.00,3.17,33.33,0.9375,27,0.00,40
56862,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.40,1856,0.00,3.00,33.33,0.9375,27,0.00,40
57065,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.08,1818,0.00,2.90,33.33,0.9375,27,0.00,40
57268,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,1594,0.00,2.68,33.33,0.9375,27,0.00,40
57471,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,1265,0.00,2.86,33.33,0.9375,27,0.00,40
57675,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,1053,0.00,2.80,33.33,0.9375,27,0.00,40
57878,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,923,0.00,2.53,33.33,0.9375,27,0.00,40
58096,0.00,-46.88,0.31,0.00,20.33,2.00,31,0.00,14.32,1029,0.00,2.27,33.33,0.9375,27,0.00,40
58284,0.00,-46.88,0.31,0.00,20.33,1.88,31,0.00,14.32,1001,0.00,2.12,33.33,0.9375,27,0.00,40
58503,0.00,-46.88,0.31,0.00,20.33,1.25,31,0.00,14.32,958,0.00,2.25,33.33,0.9375,27,0.00,40
58706,0.00,-46.88,0.31,0.00,18.83,0.62,31,0.00,14.40,969,0.00,2.36,33.33,0.9375,27,0.00,39
58909,0.00,-46.88,0.31,0.00,16.77,0.38,32,0.00,14.32,967,0.00,2.52,33.33,0.9375,27,0.00,39
59112,0.00,-46.88,0.31,0.00,15.73,0.12,32,0.00,14.40,968,0.00,2.66,33.33,0.9375,27,0.00,39
59315,0.00,-50.78,-0.08,0.00,14.81,0.00,32,0.00,14.48,966,0.00,2.84,33.33,0.9375,27,0.00,39
59518,-0.78,-50.78,-0.08,0.00,14.36,-0.12,32,0.00,14.32,956,0.00,3.04,33.33,0.9375,27,0.00,38
59722,-0.78,-50.78,-0.08,0.00,14.13,-0.12,32,0.00,14.48,945,0.00,3.09,33.33,0.9375,27,0.00,38
59925,0.00,-50.78,-0.08,0.00,14.13,-0.12,32,0.00,14.32,940,0.00,3.10,33.33,0.9375,27,0.00,37
60128,0.00,-50.78,-0.08,0.00,14.13,-0.12,32,0.00,14.32,935,0.00,3.16,33.33,0.9375,27,0.00,37
60331,0.78,-50.78,-0.08,0.00,14.13,-0.12,32,0.00,14.40,944,0.00,3.16,33.33,0.9375,27,0.00,36
60534,0.78,-50.78,-0.08,0.00,14.13,-0.12,32,0.00,14.40,962,0.00,3.27,33.33,0.9375,27,0.00,36
60737,0.78,-50.78,-0.08,0.00,14.01,-0.25,32,0.00,14.40,972,0.00,3.29,33.33,0.9375,27,0.00,36
60940,0.78,-50.78,-0.08,0.00,13.90,-0.25,32,0.00,14.24,974,0.00,3.26,33.33,0.9375,27,0.00,36
61159,0.78,-50.78,-0.08,0.00,13.78,-0.25,32,0.00,14.40,1046,0.00,3.16,33.33,0.9375,27,0.00,36
61347,0.78,-50.78,-0.08,0.00,14.01,-0.25,32,0.00,14.40,1107,0.00,3.14,33.33,0.9375,27,0.00,36
61565,1.56,-50.78,-0.08,0.00,14.13,-0.12,31,0.00,14.40,1152,0.00,3.09,33.33,0.9375,27,0.00,36
61768,1.56,-50.78,-0.08,0.00,14.01,-0.12,31,0.00,14.32,1184,0.00,3.09,33.33,0.9375,27,0.00,36
61972,0.78,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1201,0.00,3.18,33.33,0.9375,27,0.00,36
62175,0.00,-50.78,-0.08,0.00,13.55,-0.38,31,0.00,14.40,1196,0.00,3.22,33.33,0.9375,27,0.00,36
62378,0.00,-50.78,-0.08,0.00,13.32,-0.38,31,0.00,14.08,1188,0.00,3.29,33.33,0.9375,27,0.00,36
62597,-0.78,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.40,1183,0.00,3.32,33.33,0.9375,27,0.00,36
62800,-1.56,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.32,1158,0.00,3.32,33.33,0.9375,27,0.00,36
63003,-2.34,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.32,1146,0.00,3.32,33.33,0.9375,28,0.00,36
63206,-2.34,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.32,1128,0.00,3.32,33.33,0.9375,28,0.00,36
63409,-3.12,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.40,1115,0.00,3.32,33.33,0.9375,28,0.00,36
63612,-3.12,-50.78,-0.08,0.00,13.21,-0.50,31,0.00,14.40,1110,0.00,3.46,33.33,0.9375,28,0.00,35
63816,-3.12,-50.78,-0.08,0.00,13.32,-0.38,31,0.00,14.40,1132,0.00,3.39,33.33,0.9375,28,0.00,35
64019,-3.91,-50.78,-0.08,0.00,13.32,-0.38,31,0.00,14.40,1124,0.00,3.37,33.33,0.9375,28,0.00,35
64222,-3.91,-50.78,-0.08,0.00,13.32,-0.38,31,0.00,14.32,1131,0.00,3.37,33.33,0.9375,28,0.00,35
64425,-3.91,-50.78,-0.08,0.00,13.44,-0.38,31,0.00,14.32,1121,0.00,3.32,33.33,0.9375,28,0.00,35
64644,-3.91,-50.78,-0.08,0.00,13.44,-0.38,31,0.00,14.40,1106,0.00,3.38,33.33,0.9375,28,0.00,34
64847,-3.91,-50.78,-0.08,0.00,13.55,-0.38,31,0.00,14.40,1088,0.00,3.35,33.33,0.9375,28,0.00,34
65050,-3.91,-50.78,-0.08,0.00,13.55,-0.38,31,0.00,14.40,1103,0.00,3.43,33.33,0.9375,28,0.00,34
65253,-3.91,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.32,1104,0.00,3.38,33.33,0.9375,28,0.00,34
65456,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1092,0.00,3.43,33.33,0.9375,28,0.00,33
65659,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1083,0.00,3.45,33.33,0.9375,28,0.00,33
65863,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1078,0.00,3.47,33.33,0.9375,28,0.00,33
66066,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1068,0.00,3.47,33.33,0.9375,28,0.00,33
66269,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1069,0.00,3.47,33.33,0.9375,28,0.00,33
66472,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1062,0.00,3.50,33.33,0.9375,28,0.00,33
66675,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1062,0.00,3.56,33.33,0.9375,28,0.00,32
66878,-3.91,-50.78,-0.08,0.00,13.67,-0.25,31,0.00,14.40,1071,0.00,3.58,33.33,0.9375,28,0.00,32
67097,-3.91,-50.78,-0.08,0.00,13.67,-0.25,31,0.00,14.32,1060,0.00,3.66,33.33,0.9375,28,0.00,32
67300,-3.91,-50.78,-0.08,0.00,13.67,-0.25,31,0.00,14.40,1060,0.00,3.61,33.33,0.9375,28,0.00,32
67503,-3.91,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.32,1070,0.00,3.61,33.33,0.9375,28,0.00,32
67706,-3.91,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.40,1056,0.00,3.61,33.33,0.9375,28,0.00,32
67909,-3.91,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.32,1048,0.00,3.73,33.33,0.9375,28,0.00,31
68113,-4.69,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.40,1040,0.00,3.73,33.33,0.9375,28,0.00,31
68316,-4.69,-50.78,-0.08,0.00,13.67,-0.38,31,0.00,14.40,1046,0.00,3.73,33.33,0.9375,28,0.00,31
68519,-3.91,-50.78,-0.08,0.00,13.67,-0.25,31,0.00,14.32,1039,0.00,3.68,33.33,0.9375,28,0.00,31
68722,-3.91,-50.78,-0.08,0.00,13.67,-0.25,31,0.00,14.32,1034,0.00,3.68,33.33,0.9375,28,0.00,31
68925,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1030,0.00,3.65,33.33,0.9375,28,0.00,31
69128,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1021,0.00,3.80,33.33,0.9375,28,0.00,30
69347,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.40,1019,0.00,3.80,33.33,0.9375,28,0.00,30
69550,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1020,0.00,3.84,33.33,0.9375,28,0.00,30
69753,-3.91,-50.78,-0.08,0.00,13.78,-0.25,31,0.00,14.32,1024,0.00,3.82,33.33,0.9375,28,0.00,30
69957,-3.91,-50.78,-0.08,0.00,13.90,-0.25,31,0.00,14.32,1018,0.00,3.79,33.33,0.9375,28,0.00,30
70160,-3.91,-50.78,-0.08,0.00,13.90,-0.25,31,0.00,14.32,1001,0.00,3.79,33.33,0.9375,28,0.00,30
70358,-3.12,-50.78,-0.08,0.00,13.90,-0.25,31,0.00,14.32,1008,0.00,3.92,33.33,0.9375,28,0.00,29
70561,-3.12,-50.78,-0.08,0.00,13.90,-0.25,31,0.00,14.32,994,0.00,3.90,33.33,0.9375,28,0.00,29
70765,-3.12,-50.78,-0.08,0.00,14.01,-0.25,31,0.00,14.24,988,0.00,4.03,33.33,0.9375,28,0.00,28
70983,-2.34,-50.78,-0.08,0.00,14.01,-0.25,31,0.00,14.32,970,0.00,4.13,33.33,0.9375,28,0.00,27
71187,-2.34,-50.78,-0.08,-0.78,14.01,-0.25,31,0.00,14.32,924,0.00,4.13,33.33,0.9375,28,0.00,27
71390,-2.34,-49.22,0.08,-0.78,14.01,-0.12,31,0.00,14.24,897,0.00,4.31,33.33,0.9375,28,0.00,26
71593,-3.12,-46.88,0.31,-0.78,14.01,-0.12,31,0.00,14.24,878,0.00,4.46,33.33,0.9375,28,0.00,25
71796,-3.12,-46.88,0.31,-0.78,14.01,-0.12,31,0.00,14.32,896,0.00,4.70,33.33,0.9375,28,0.00,24
71999,-3.91,-46.88,0.31,-0.78,14.13,-0.12,31,0.00,14.40,986,0.00,4.80,33.33,0.9375,28,0.00,22
72202,-3.91,-46.88,0.31,-0.78,14.13,-0.12,31,0.00,14.40,1019,0.00,5.02,33.33,0.9375,28,0.00,22
72405,-3.91,-46.88,0.31,-0.78,14.24,-0.12,31,0.00,14.32,1030,0.00,5.16,33.33,0.9375,28,0.00,21
72609,-3.91,-46.88,0.31,-0.78,14.36,-0.12,31,0.00,14.32,1022,0.00,5.15,33.33,0.9375,28,0.00,21
72812,-3.91,-46.88,0.31,-0.78,14.47,-0.12,31,0.00,14.32,995,0.00,5.26,33.33,0.9375,28,0.00,20
73015,-3.91,-46.88,0.31,-0.78,14.59,0.00,31,0.00,14.32,990,0.00,5.26,33.33,0.9375,28,0.00,20
73234,-3.91,-46.88,0.31,-0.78,14.59,0.00,31,0.00,14.32,970,0.00,5.29,33.33,0.9375,28,0.00,20
73437,-3.91,-46.88,0.31,-0.78,14.70,0.00,31,0.00,14.32,970,0.00,5.52,33.33,0.9375,28,0.00,19
73640,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.32,951,0.00,5.48,33.33,0.9375,28,0.00,19
73859,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.32,935,0.00,5.78,33.33,0.9375,28,0.00,18
74077,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.32,930,0.00,5.81,33.33,0.9375,28,0.00,18
74280,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.24,941,0.00,5.93,33.33,0.9375,28,0.00,18
74484,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.40,939,0.00,5.93,33.33,0.9375,28,0.00,18
74687,-3.12,-46.88,0.31,-0.78,14.81,0.00,31,1.18,14.24,936,0.00,5.89,33.33,0.9375,28,0.00,18
74890,-2.34,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.32,942,0.00,6.05,33.33,0.9375,28,0.00,18
75093,-2.34,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.40,936,0.00,5.93,33.33,0.9375,28,0.00,18
75296,-2.34,-46.88,0.31,-0.78,14.81,0.00,31,0.00,14.24,944,0.00,5.85,33.33,0.9375,28,0.00,18
75515,-2.34,-46.88,0.31,-0.78,14.70,0.00,31,1.96,14.24,922,0.00,6.32,33.33,0.9375,28,0.00,17
75718,-3.12,-46.88,0.31,-0.78,14.70,0.00,31,1.96,14.32,910,0.00,7.46,33.33,0.9375,28,0.00,17
75921,-3.12,-46.88,0.31,-0.78,14.59,0.00,31,2.75,14.32,942,0.00,7.56,33.33,0.9375,28,0.00,17
76124,-2.34,-46.88,0.31,0.00,14.70,0.00,31,7.06,14.24,1022,0.00,12.80,33.33,0.9375,28,0.00,17
76327,-1.56,-46.88,0.31,0.00,15.04,0.00,31,7.06,14.16,1185,0.00,16.53,33.33,0.9375,28,0.00,17
76531,-0.78,-46.88,0.31,-0.78,15.04,0.12,31,1.96,14.08,1241,0.00,9.33,33.33,0.9375,28,0.00,18
76749,-3.12,-46.88,0.31,-0.78,14.47,0.00,31,0.00,14.48,1176,0.00,6.83,33.33,0.9375,28,0.00,18
76952,-3.91,-46.88,0.31,-0.78,14.24,-0.12,31,0.00,14.24,1102,0.00,6.59,33.33,0.9375,28,0.00,18
77156,-4.69,-46.88,0.31,-0.78,14.01,-0.25,31,0.39,14.40,1055,0.00,6.66,33.33,0.9375,28,0.00,18
77359,-6.25,-46.88,0.31,0.00,13.78,-0.25,31,4.71,14.24,1023,0.00,10.83,33.33,0.9375,28,0.00,18
77562,-7.81,-46.09,0.39,0.00,14.01,-0.25,31,4.71,14.32,1119,0.00,13.41,33.33,0.9375,28,0.00,18
77765,-6.25,-46.09,0.39,0.00,14.36,-0.12,31,4.71,14.32,1202,0.00,12.30,33.33,0.9375,28,0.00,18
77968,-6.25,-46.09,0.39,0.00,14.70,0.00,31,5.10,14.16,1207,0.00,11.82,33.33,0.9375,28,0.00,18
78171,-5.47,-46.09,0.39,0.00,14.81,0.00,31,5.10,14.40,1215,0.00,10.84,33.33,0.9375,28,0.00,19
78390,-3.91,-46.09,0.39,0.00,15.16,0.12,31,6.27,14.24,1222,0.00,12.12,33.33,0.9375,28,0.00,19
78578,-2.34,-46.09,0.39,0.00,15.39,0.12,31,10.98,14.16,1244,0.00,15.47,33.33,0.9375,28,0.00,19
78796,0.78,-46.88,0.31,0.78,15.73,0.12,31,12.94,14.24,1406,0.00,25.71,33.33,0.9375,28,0.00,19
78999,0.00,-46.88,0.31,0.78,14.59,0.00,31,12.94,14.32,1642,0.25,29.09,33.33,0.9375,27,0.00,20
79203,-2.34,-46.88,0.31,1.56,14.13,-0.12,31,13.33,14.32,1764,0.25,31.51,33.33,0.9375,27,0.00,20
79406,-3.91,-46.09,0.39,1.56,14.13,-0.12,31,12.16,14.24,1828,0.00,29.17,33.33,0.9375,27,0.00,21
79609,-3.91,-46.09,0.39,0.00,14.36,-0.12,31,0.00,14.16,1779,0.00,14.39,33.33,0.9375,27,0.00,22
79812,-4.69,-46.88,0.31,-0.78,13.90,-0.25,31,0.00,14.00,1542,0.00,6.68,33.33,0.9375,27,0.00,23
80015,-8.59,-46.88,0.31,-0.78,13.09,-0.50,31,0.00,14.24,1378,0.00,6.28,33.33,0.9375,27,0.00,23
80218,-8.59,-46.88,0.31,-0.78,13.55,-0.38,31,0.00,14.40,1222,0.00,7.06,33.33,0.9375,27,0.00,23
80421,0.00,-46.88,0.31,-0.78,14.47,-0.12,31,0.00,14.24,1118,0.00,6.43,33.33,0.9375,27,0.00,23
80625,0.00,-46.88,0.31,-0.78,15.62,0.12,31,0.00,14.48,1056,0.00,5.88,33.33,0.9375,27,0.00,23
80828,0.00,-46.88,0.31,-0.78,17.11,0.38,31,0.00,14.32,971,0.00,4.90,33.33,0.9375,27,0.00,23
81031,0.00,-46.88,0.31,-0.78,18.83,0.62,31,0.00,14.24,863,0.00,4.31,33.33,0.9375,27,0.00,23
81234,0.00,-46.88,0.31,-0.78,20.33,0.88,31,0.00,14.40,775,0.00,4.02,33.33,0.9375,27,0.00,22
81453,0.00,-46.88,0.31,-0.78,20.33,0.88,31,0.00,14.32,717,0.00,3.84,33.33,0.9375,27,0.00,22
81640,0.00,-46.88,0.31,-0.78,20.33,0.75,31,0.00,14.40,714,0.00,4.02,33.33,0.9375,27,0.00,21
81859,0.00,-46.88,0.31,-0.78,18.72,0.62,31,0.00,14.32,689,0.00,4.36,33.33,0.9375,27,0.00,20
82062,0.00,-46.88,0.31,-0.78,17.46,0.38,31,0.00,14.40,660,0.00,4.63,33.33,0.9375,27,0.00,19
82265,0.00,-46.88,0.31,-0.78,16.54,0.25,31,0.00,14.24,664,0.00,5.50,33.33,0.9375,27,0.00,18
82468,0.00,-46.88,0.31,-0.78,15.73,0.12,31,0.00,14.32,640,0.00,5.71,33.33,0.9375,27,0.00,17
82672,0.00,-46.88,0.31,-0.78,15.39,0.12,31,0.00,14.24,640,0.00,6.93,33.33,0.9375,27,0.00,15
82875,0.00,-46.88,0.31,-0.78,15.27,0.12,31,0.00,14.40,670,0.00,8.86,33.33,0.9375,27,0.00,13
83078,1.56,-46.88,0.31,-0.78,15.50,0.12,31,0.00,14.32,724,0.00,9.28,33.33,0.9375,27,0.00,12
83281,2.34,-46.88,0.31,-0.78,15.50,0.12,31,0.00,14.32,740,0.00,9.68,33.33,0.9375,27,0.00,11
83484,2.34,-46.88,0.31,-0.78,15.39,0.12,31,0.00,14.00,700,0.00,11.04,33.33,0.9375,27,0.00,10
